;id;day;airline;destination;dest_region;dest_size;boarding_area;dept_time;wait_min;no_pass;cleanliness;safety;satisfaction
232;1321;Thursday;JETBLUE;NEW YORK-JFK;East US;Hub;Gates 1-12;31.12.2018;;246;Somewhat clean;Very safe;0
233;2377;Wednesday;UNITED;AUSTIN;Midwest US;    Medium;Gates 70-90;31.12.2018;;159;Average;Neutral;1
234;3024;Thursday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;31.12.2018;;209;Average;Somewhat safe;1
235;713;Thursday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;;287;Clean;Very safe;1
236;2385;Wednesday;UNITED INTL;SYDNEY;Australia/New Zealand;Hub     ;Gates 91-102;31.12.2018;;160;Somewhat clean;Very safe;1
237;1732;Monday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;31.12.2018;;290;Somewhat clean;Neutral;1
238;2878;Friday;EVA AIR;TAIPEI;Asia;Hub;Gates 91-102;31.12.2018;;117;Clean;Very safe;1
239;1607;Thursday;VIRGIN ATLANTIC;LONDON HEATHROW;eur;    Hub;Gates 1-12;31.12.2018;;271;Somewhat clean;Very safe;0
240;2562;Saturday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;;210;Clean;Very safe;1
241;2682;Friday;UNITED;CHICAGO-O'HARE;Midwest US;    Hub;Gates 60-69;31.12.2018;;135;Somewhat clean;Somewhat safe;0
242;1771;Thursday;AMERICAN;CHICAGO-O'HARE;Midwest US;Hub;Gates 50-59;31.12.2018;;142;Clean;Very safe;1
243;3265;Tuesday;UNITED;SAN DIEGO;West US;Medium;Gates 70-90;31.12.2018;;197;Clean;Somewhat safe;1
244;2937;Tuesday;SOUTHWEST;SAN DIEGO;West US;    Medium;Gates 20-39;31.12.2018;;142;Average;Somewhat safe;0
245;2550;Tuesday;UNITED;CHICAGO-O'HARE;Midwest US;    Hub;Gates 60-69;31.12.2018;;155;Clean;Very safe;1
246;810;Sunday;ALASKA;BALTIMORE;EAST US;    Medium;Gates 50-59;31.12.2018;;134;Clean;Somewhat safe;0
248;664;Thursday;UNITED;NEWARK;EAST US;    Hub;Gates 70-90;31.12.2018;;253;Somewhat clean;Somewhat safe;1
249;2894;Thursday;DELTA;SALT LAKE CITY;West US;    Medium;Gates 40-48;31.12.2018;;296;Somewhat clean;Somewhat safe;1
250;2703;Friday;UNITED;CHICAGO-O'HARE;Midwest US;Hub     ;Gates 60-69;31.12.2018;;184;Clean;Very safe;1
251;2364;Wednesday;UNITED;AUSTIN;Midwest US;Medium;Gates 70-90;31.12.2018;;258;Somewhat clean;Very safe;1
252;1038;Friday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;31.12.2018;;213;Somewhat clean;Somewhat safe;0
253;3030;Tuesday;UNITED;PORTLAND;West US;Medium;Gates 70-90;31.12.2018;;116;Somewhat clean;Somewhat safe;1
254;1438;Saturday;UNITED;PORTLAND;West US;Medium;Gates 70-90;31.12.2018;;163;Somewhat clean;Very safe;1
255;1634;Thursday;KOREAN AIR;SEOUL;Asia;Hub;Gates 1-12;31.12.2018;;122;Average;Neutral;1
256;2142;Wednesday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;31.12.2018;;141;Somewhat clean;Somewhat safe;0
257;3198;Tuesday;UNITED;ONTARIO (CALIF);West US;Small     ;Gates 70-90;31.12.2018;;118;Average;Somewhat safe;0
259;2658;Saturday;AEROMEXICO;MEXICO CITY;Canada/Mexico;Hub;Gates 1-12;31.12.2018;;118;Somewhat clean;Somewhat safe;1
260;282;Thursday;UNITED;BALTIMORE;East US;Medium;Gates 70-90;31.12.2018;;268;Clean;Very safe;1
261;100;Tuesday;UNITED;WASHINGTON DC-DULLES;EAST US;    Medium;Gates 70-90;31.12.2018;;110;Somewhat clean;Very safe;1
263;3243;Wednesday;AMERICAN;PHOENIX;West US;Hub;Gates 50-59;31.12.2018;;252;Clean;Very safe;1
265;1646;Saturday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;31.12.2018;;201;Somewhat clean;Very safe;0
267;662;Thursday;UNITED;NEWARK;EAST US;    Hub;Gates 70-90;31.12.2018;;109;Clean;Very safe;1
269;622;Thursday;ALASKA;NEWARK;East US;Hub;Gates 50-59;31.12.2018;;186;Somewhat clean;Very safe;0
270;2132;Wednesday;FRONTIER;DENVER;West US;Hub     ;Gates 20-39;31.12.2018;;138;Average;Very safe;1
271;2395;Wednesday;UNITED INTL;BEIJING;Asia;Hub;Gates 91-102;31.12.2018;;194;Somewhat clean;Somewhat safe;1
272;2126;Monday;UNITED INTL;MEXICO CITY;Canada/Mexico;Hub;Gates 91-102;31.12.2018;;229;Clean;Very safe;1
273;325;Thursday;UNITED;BURBANK;West US;Small     ;Gates 70-90;31.12.2018;;145;Somewhat clean;Very safe;1
274;2531;Saturday;UNITED;NEWARK;East US;Hub;Gates 70-90;31.12.2018;;130;Somewhat clean;Very safe;1
275;3210;Thursday;AMERICAN;LOS ANGELES;West US;Hub;Gates 50-59;31.12.2018;;194;Somewhat clean;Very safe;1
276;1816;Monday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;31.12.2018;;138;Average;Somewhat safe;1
278;2852;Tuesday;UNITED;SEATTLE;West US;Hub;Gates 70-90;31.12.2018;;201;Somewhat clean;Very safe;0
279;3063;Sunday;PHILIPPINE AIRLINES;MANILA;Asia;Medium;Gates 1-12;01.01.2018;;174;Clean;Very safe;1
280;1923;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;;105;Clean;Very safe;1
281;2785;Sunday;WOW;REYKJAVIK;Europe;Small;Gates 1-12;31.12.2018;;174;Somewhat clean;Very safe;1
282;415;Saturday;UNITED;PHOENIX;West US;Hub;Gates 70-90;31.12.2018;;120;Somewhat clean;Very safe;1
283;419;Sunday;UNITED;INDIANAPOLIS;Midwest US;Medium     ;Gates 60-69;31.12.2018;;105;Somewhat clean;Very safe;1
284;1669;Saturday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;31.12.2018;;246;Somewhat clean;Very safe;1
285;420;Sunday;UNITED;INDIANAPOLIS;Midwest US;Medium;Gates 60-69;31.12.2018;;143;Somewhat clean;Somewhat safe;1
289;2473;Friday;UNITED;DENVER;West US;Hub;Gates 70-90;31.12.2018;;213;Somewhat clean;Somewhat safe;1
290;1769;Thursday;AMERICAN;CHICAGO-O'HARE;Midwest US;Hub;Gates 50-59;31.12.2018;;298;Somewhat clean;Very safe;1
291;2122;Thursday;CATHAY PACIFIC;HONG KONG;Asia;    Hub;Gates 1-12;31.12.2018;;206;Average;Neutral;0
292;2921;Friday;TURKISH AIRLINES;ISTANBUL;Middle East;Hub;Gates 91-102;31.12.2018;;219;Clean;Very safe;1
293;1180;Tuesday;SOUTHWEST;LAS VEGAS;West US;Hub;Gates 20-39;31.12.2018;;147;Clean;Very safe;1
294;836;Sunday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;31.12.2018;;166;Somewhat clean;Somewhat safe;1
295;2899;Thursday;DELTA;SALT LAKE CITY;West US;Medium;Gates 40-48;31.12.2018;;236;Clean;Very safe;1
296;659;Thursday;UNITED;NEWARK;EAST US;Hub     ;Gates 70-90;31.12.2018;;192;Somewhat clean;Very safe;0
297;2240;Thursday;SOUTHWEST;PHOENIX;West US;Hub     ;Gates 20-39;31.12.2018;;281;Average;Somewhat safe;1
298;323;Thursday;UNITED;BURBANK;West US;    Small;Gates 70-90;31.12.2018;;115;Clean;Very safe;1
299;506;Sunday;ALASKA;PORTLAND;West US;    Medium;Gates 50-59;31.12.2018;;266;Average;Somewhat safe;0
300;2864;Tuesday;UNITED;SEATTLE;West US;Hub;Gates 70-90;31.12.2018;;106;Somewhat clean;Somewhat safe;0
302;2654;Saturday;AEROMEXICO;MEXICO CITY;Canada/Mexico;Hub     ;Gates 1-12;31.12.2018;;123;Clean;Very safe;1
303;2662;Friday;UNITED;RALEIGH-DURHAM;East US;Medium;Gates 60-69;31.12.2018;;154;Clean;Neutral;1
304;430;Sunday;UNITED;INDIANAPOLIS;Midwest US;Medium;Gates 60-69;31.12.2018;;258;Clean;Very safe;1
305;1281;Tuesday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;31.12.2018;;189;Somewhat clean;Somewhat safe;1
306;2966;Wednesday;AMERICAN;CHARLOTTE;East US;Hub;Gates 50-59;31.12.2018;;198;Clean;Very safe;1
307;1968;Friday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;;182;Somewhat clean;Somewhat safe;1
309;3249;Wednesday;AMERICAN;PHOENIX;West US;Hub;Gates 50-59;31.12.2018;;271;Clean;Very safe;1
310;2941;Friday;TURKISH AIRLINES;ISTANBUL;middle east;    Hub;Gates 91-102;31.12.2018;;232;Somewhat clean;Somewhat safe;0
311;2810;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;31.12.2018;;113;Somewhat clean;Neutral;1
313;2613;Tuesday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 60-69;31.12.2018;;145;Somewhat clean;Somewhat safe;0
314;1914;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;eur;Hub     ;Gates 1-12;31.12.2018;;148;Somewhat clean;Very safe;1
315;194;Wednesday;AMERICAN;LOS ANGELES;West US;Hub;Gates 50-59;31.12.2018;;291;Somewhat clean;Somewhat safe;1
316;2316;Tuesday;UNITED;SAN ANTONIO;Midwest US;Medium;Gates 70-90;31.12.2018;;277;Clean;Somewhat safe;1
317;1430;Wednesday;UNITED;LAS VEGAS;West US;Hub;Gates 60-69;31.12.2018;;290;Clean;Somewhat safe;1
318;2881;Friday;EVA AIR;TAIPEI;Asia;Hub;Gates 91-102;31.12.2018;;161;Clean;Very safe;1
319;1864;Tuesday;UNITED;LOS ANGELES;West US;    Hub;Gates 60-69;31.12.2018;;119;Average;Somewhat safe;0
321;1702;Sunday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;;156;Clean;Somewhat safe;1
322;653;Friday;UNITED INTL;MUNICH;Europe;Hub;Gates 91-102;31.12.2018;;101;Somewhat clean;Neutral;0
323;1500;Wednesday;DELTA;LOS ANGELES;West US;Hub     ;Gates 40-48;31.12.2018;;288;Somewhat clean;Neutral;0
324;2660;Saturday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;;166;Somewhat clean;Very safe;1
325;656;Thursday;UNITED;NEWARK;EAST US;Hub     ;Gates 70-90;31.12.2018;;266;Somewhat clean;Very safe;1
326;1908;Tuesday;UNITED;BOSTON;East US;Large;Gates 70-90;31.12.2018;;162;Clean;Very safe;1
327;427;Sunday;UNITED;HONOLULU;West US;Medium;Gates 70-90;31.12.2018;;120;Somewhat clean;Very safe;1
328;630;Thursday;ALASKA;NEWARK;East US;Hub;Gates 50-59;31.12.2018;;263;Clean;Neutral;1
329;1928;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;;166;Somewhat clean;Somewhat safe;1
331;1587;Wednesday;DELTA;SALT LAKE CITY;West US;Medium;Gates 40-48;31.12.2018;;214;Somewhat clean;Somewhat safe;1
332;1830;Monday;TURKISH AIRLINES;ISTANBUL;middle east;Hub     ;Gates 91-102;31.12.2018;;260;Clean;Very safe;1
333;2516;Friday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 60-69;31.12.2018;;226;Clean;Somewhat safe;1
334;1076;Friday;AIR CANADA;CALGARY;Canada/Mexico;Medium;Gates 91-102;31.12.2018;;272;Average;Somewhat safe;1
335;2943;Wednesday;SOUTHWEST;LOS ANGELES;West US;    Hub;Gates 20-39;31.12.2018;;255;Clean;Very safe;1
336;2939;Tuesday;SOUTHWEST;SAN DIEGO;West US;    Medium;Gates 20-39;31.12.2018;;200;Average;Very safe;0
337;605;Thursday;ALASKA;WASHINGTON DC-DULLES;EAST US;    Medium;Gates 50-59;31.12.2018;;260;Somewhat clean;Neutral;1
338;288;Thursday;UNITED;BALTIMORE;East US;Medium;Gates 70-90;31.12.2018;;265;Somewhat clean;Somewhat safe;1
339;2622;Tuesday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;;177;Somewhat clean;Somewhat safe;0
340;3124;Sunday;COPA;PANAMA CITY;Central/South America;Medium;Gates 1-12;31.12.2018;;298;Somewhat clean;Neutral;1
341;2431;Wednesday;AIR NEW ZEALAND;AUCKLAND;Australia/New Zealand;Medium;Gates 91-102;31.12.2018;;202;Somewhat clean;Somewhat safe;1
342;1657;Saturday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;31.12.2018;;203;Average;Somewhat safe;0
343;879;Tuesday;ALASKA;RALEIGH-DURHAM;EAST US;Medium     ;Gates 50-59;31.12.2018;;215;Somewhat clean;Very safe;1
344;886;Tuesday;ALASKA;RALEIGH-DURHAM;EAST US;    Medium;Gates 50-59;31.12.2018;;153;Clean;Very safe;1
345;1557;Thursday;DELTA;NEW YORK-JFK;East US;Hub;Gates 40-48;31.12.2018;;287;Somewhat clean;Very safe;1
346;806;Sunday;ALASKA;BALTIMORE;East US;Medium;Gates 50-59;31.12.2018;;182;Somewhat clean;Somewhat safe;1
347;692;Wednesday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;;222;Average;Neutral;0
348;196;Wednesday;AMERICAN;LOS ANGELES;West US;    Hub;Gates 50-59;31.12.2018;;287;Average;Neutral;0
349;855;Tuesday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;31.12.2018;;184;Somewhat clean;Very safe;1
350;3010;Wednesday;AMERICAN;MIAMI;EAST US;Hub     ;Gates 50-59;31.12.2018;;164;Somewhat clean;Very safe;1
351;2338;Wednesday;UNITED;AUSTIN;Midwest US;Medium     ;Gates 70-90;31.12.2018;;138;Somewhat clean;Very safe;1
353;1891;Wednesday;SINGAPORE AIRLINES;SINGAPORE;Asia;Hub;Gates 91-102;31.12.2018;;244;Somewhat clean;Somewhat safe;1
354;2403;Wednesday;UNITED INTL;SYDNEY;Australia/New Zealand;Hub;Gates 91-102;31.12.2018;;276;Average;Very safe;0
355;448;Sunday;UNITED;HONOLULU;West US;Medium;Gates 70-90;31.12.2018;;215;Somewhat clean;Somewhat safe;1
356;1182;Thursday;DELTA;NEW YORK-JFK;East US;Hub;Gates 40-48;31.12.2018;;291;Average;Neutral;0
357;1609;Thursday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;31.12.2018;;272;Somewhat clean;Very safe;0
360;3260;Tuesday;UNITED;SAN DIEGO;West US;Medium;Gates 70-90;31.12.2018;;168;Clean;Very safe;1
361;308;Thursday;UNITED;SAN DIEGO;West US;Medium;Gates 70-90;31.12.2018;;161;Clean;Very safe;1
362;972;Friday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;31.12.2018;;119;Average;Very safe;0
363;1553;Wednesday;AIR CHINA;BEIJING;Asia;Hub;Gates 91-102;31.12.2018;;251;Clean;Very safe;1
364;1812;Sunday;ALASKA;RALEIGH-DURHAM;East US;Medium;Gates 50-59;31.12.2018;;184;Average;Somewhat safe;1
365;1061;Friday;AIR CANADA;CALGARY;Canada/Mexico;Medium;Gates 91-102;31.12.2018;;249;Clean;Very safe;1
366;1811;Monday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;31.12.2018;;296;Somewhat clean;Somewhat safe;1
367;2714;Friday;UNITED;KAHULUI;West US;Small;Gates 60-69;31.12.2018;;165;Clean;Very safe;1
368;2724;Friday;UNITED;KAHULUI;West US;Small;Gates 60-69;31.12.2018;;267;Clean;Very safe;1
369;229;Wednesday;AMERICAN;LOS ANGELES;West US;Hub;Gates 50-59;31.12.2018;;208;Clean;Very safe;0
370;1949;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;;206;Somewhat clean;Somewhat safe;1
371;1897;Monday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;31.12.2018;;253;Somewhat dirty;Neutral;0
372;2239;Thursday;SOUTHWEST;PHOENIX;West US;Hub     ;Gates 20-39;31.12.2018;;295;Somewhat clean;Somewhat safe;1
373;479;Sunday;ALASKA;PORTLAND;West US;    Medium;Gates 50-59;31.12.2018;;194;Somewhat clean;Very safe;1
375;2170;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;31.12.2018;;129;Average;Somewhat safe;1
377;2971;Tuesday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 70-90;31.12.2018;;131;Somewhat clean;Very safe;1
378;2442;Tuesday;JETBLUE;BOSTON;EAST US;    Large;Gates 1-12;31.12.2018;;249;Somewhat clean;Neutral;0
379;3207;Thursday;AMERICAN;LOS ANGELES;West US;    Hub;Gates 50-59;31.12.2018;;140;Clean;Very safe;1
380;2926;Tuesday;SOUTHWEST;SAN DIEGO;West US;    Medium;Gates 20-39;31.12.2018;;102;Clean;Very safe;1
381;859;Tuesday;AMERICAN;DALLAS-FT. WORTH;Midwest US;Hub;Gates 50-59;31.12.2018;;288;Somewhat clean;Somewhat safe;1
383;2918;Thursday;DELTA;SEATTLE;West US;    Hub;Gates 40-48;31.12.2018;;222;Somewhat clean;Neutral;1
384;944;Thursday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;31.12.2018;;126;Clean;Very safe;1
385;418;Sunday;UNITED;HONOLULU;West US;Medium;Gates 70-90;31.12.2018;;219;Somewhat clean;Very safe;1
386;1323;Tuesday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;31.12.2018;;143;Clean;Very safe;1
387;2480;Friday;UNITED;DENVER;West US;Hub;Gates 70-90;31.12.2018;;129;Clean;Very safe;1
388;1750;Monday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;31.12.2018;;266;Average;Somewhat safe;1
389;1131;Thursday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;Hub;Gates 40-48;31.12.2018;;194;Somewhat clean;Somewhat safe;1
390;3193;Sunday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;01.01.2018;;254;Somewhat clean;Very safe;0
391;1322;Tuesday;UNITED INTL;LONDON HEATHROW;Europe;Hub;Gates 91-102;31.12.2018;;186;Clean;Very safe;1
392;2166;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;31.12.2018;;104;Clean;Very safe;1
393;555;Thursday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;31.12.2018;;171;Somewhat clean;Very safe;1
394;1757;Monday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;31.12.2018;;287;Somewhat clean;Somewhat safe;1
395;1065;Friday;AIR CANADA;CALGARY;Canada/Mexico;Medium;Gates 91-102;31.12.2018;;148;Somewhat clean;Very unsafe;0
396;1298;Thursday;JETBLUE;NEW YORK-JFK;East US;Hub;Gates 1-12;31.12.2018;;244;Average;Somewhat safe;0
397;396;Friday;ALASKA;INDIANAPOLIS;Midwest US;Medium;Gates 50-59;31.12.2018;;164;Somewhat clean;Somewhat safe;1
398;1383;Tuesday;UNITED INTL;SHANGHAI;Asia;Hub;Gates 91-102;31.12.2018;;237;Average;Very safe;0
399;1028;Friday;AIR CANADA;VANCOUVER;Canada/Mexico;    Medium;Gates 91-102;31.12.2018;;184;Somewhat clean;Neutral;0
400;1813;Monday;UNITED INTL;LONDON HEATHROW;eur;    Hub;Gates 91-102;31.12.2018;;126;Average;Very safe;0
401;331;Friday;ALASKA;SAN DIEGO;West US;Medium;Gates 50-59;31.12.2018;;146;Average;Somewhat safe;0
403;3091;Sunday;ALASKA;NEWARK;EAST US;    Hub;Gates 50-59;31.12.2018;;259;Clean;Very safe;1
404;1315;Thursday;JETBLUE;NEW YORK-JFK;East US;Hub;Gates 1-12;31.12.2018;;273;Clean;Somewhat safe;0
406;352;Friday;LUFTHANSA;FRANKFURT;Europe;Hub;Gates 91-102;31.12.2018;;298;Somewhat clean;Somewhat safe;1
407;1659;Saturday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;31.12.2018;;212;Clean;Very safe;1
408;1964;Friday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;;237;Clean;Somewhat safe;1
409;790;Thursday;UNITED INTL;SAN JOSE DEL CABO;Canada/Mexico;Small;Gates 91-102;31.12.2018;;159;Average;Somewhat safe;1
410;1445;Saturday;UNITED;PORTLAND;West US;Medium;Gates 70-90;31.12.2018;;118;Clean;Very safe;1
411;293;Thursday;UNITED;SAN DIEGO;West US;    Medium;Gates 70-90;31.12.2018;;258;Clean;Very safe;1
414;294;Thursday;UNITED;SAN DIEGO;West US;Medium     ;Gates 70-90;31.12.2018;;142;Somewhat clean;Very safe;1
415;763;Thursday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;31.12.2018;;238;Somewhat clean;Neutral;1
416;1701;Sunday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;;269;Average;Somewhat safe;0
417;2472;Friday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 60-69;31.12.2018;;115;Somewhat clean;Very safe;0
418;2892;Sunday;WOW;REYKJAVIK;eur;    Small;Gates 1-12;31.12.2018;;226;Somewhat clean;Very safe;0
419;2612;Tuesday;JETBLUE;BOSTON;EAST US;    Large;Gates 1-12;31.12.2018;;196;Average;Neutral;0
421;263;Friday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;31.12.2018;;211;Clean;Very safe;0
422;3103;Sunday;ALASKA;NEWARK;East US;Hub;Gates 50-59;31.12.2018;;124;Clean;Somewhat safe;1
423;2275;Wednesday;WOW;REYKJAVIK;Europe;Small;Gates 91-102;31.12.2018;;207;Clean;Very safe;1
424;2688;Tuesday;SOUTHWEST;DENVER;West US;Hub;Gates 20-39;31.12.2018;;135;Average;Neutral;0
426;2678;Friday;UNITED;ORLANDO;East US;Hub;Gates 70-90;31.12.2018;;289;Clean;Somewhat safe;1
427;539;Thursday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;31.12.2018;;112;Clean;Very safe;1
428;2496;Friday;UNITED;DENVER;West US;Hub;Gates 70-90;31.12.2018;;117;Clean;Neutral;1
430;2916;Friday;TURKISH AIRLINES;ISTANBUL;Middle East;Hub;Gates 91-102;31.12.2018;;165;Clean;Very safe;1
431;2299;Tuesday;UNITED;SAN ANTONIO;Midwest US;    Medium;Gates 70-90;31.12.2018;;235;Clean;Somewhat safe;1
432;1853;Sunday;ALASKA;KAHULUI;West US;    Small;Gates 50-59;31.12.2018;;215;Clean;Very safe;1
433;3014;Tuesday;UNITED;PORTLAND;West US;Medium;Gates 70-90;31.12.2018;;231;Somewhat clean;Neutral;1
434;1133;Tuesday;SOUTHWEST;LOS ANGELES;West US;    Hub;Gates 20-39;31.12.2018;;277;Somewhat clean;Somewhat safe;1
435;2874;Friday;EVA AIR;TAIPEI;Asia;    Hub;Gates 91-102;31.12.2018;;119;Somewhat clean;Somewhat safe;0
436;816;Sunday;ALASKA;BALTIMORE;East US;Medium;Gates 50-59;31.12.2018;;130;Somewhat clean;Somewhat safe;1
437;249;Thursday;UNITED;NASHVILLE;Midwest US;Medium;Gates 70-90;31.12.2018;;294;Clean;Very safe;1
438;2204;Wednesday;AER LINGUS;DUBLIN;Europe;Large;Gates 91-102;31.12.2018;;251;Clean;Somewhat safe;1
439;2748;Wednesday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;;109;Somewhat clean;Very safe;1
440;335;Wednesday;SOUTHWEST;PHOENIX;West US;Hub;Gates 20-39;31.12.2018;;218;Clean;Very safe;1
442;1922;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;;107;Average;Neutral;1
443;1540;Thursday;DELTA;NEW YORK-JFK;East US;Hub;Gates 40-48;31.12.2018;;207;Somewhat clean;Somewhat safe;0
444;715;Wednesday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;;269;Clean;Very safe;1
447;557;Thursday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;31.12.2018;;298;Somewhat dirty;Neutral;1
448;1279;Thursday;CHINA SOUTHERN;WUHAN;Asia;Medium;Gates 1-12;31.12.2018;;221;Average;Somewhat safe;1
449;3253;Tuesday;UNITED;SAN DIEGO;West US;Medium;Gates 70-90;31.12.2018;;285;Somewhat clean;Somewhat safe;0
450;858;Tuesday;AMERICAN;DALLAS-FT. WORTH;Midwest US;Hub;Gates 50-59;31.12.2018;;174;Somewhat clean;Somewhat safe;1
451;1529;Wednesday;ALASKA;LOS ANGELES;West US;    Hub;Gates 40-48;31.12.2018;;289;Somewhat clean;Somewhat safe;1
452;2788;Sunday;WOW;REYKJAVIK;eur;    Small;Gates 1-12;31.12.2018;;261;Somewhat clean;Somewhat safe;0
453;2517;Saturday;UNITED;NEWARK;East US;Hub;Gates 70-90;31.12.2018;;253;Somewhat clean;Very safe;1
454;792;Wednesday;AMERICAN;LOS ANGELES;West US;Hub;Gates 50-59;31.12.2018;;113;Somewhat clean;Very safe;0
455;2056;Friday;UNITED;NEWARK;East US;Hub;Gates 70-90;31.12.2018;;102;Clean;Very safe;1
456;3184;Thursday;AMERICAN;DALLAS-FT. WORTH;Midwest US;Hub;Gates 50-59;31.12.2018;;294;Clean;Somewhat safe;0
457;1767;Thursday;AMERICAN;CHICAGO-O'HARE;Midwest US;Hub;Gates 50-59;31.12.2018;;221;Clean;Very safe;1
458;1192;Tuesday;SOUTHWEST;LAS VEGAS;West US;    Hub;Gates 20-39;31.12.2018;;154;Clean;Very safe;1
459;1211;Tuesday;SOUTHWEST;LAS VEGAS;West US;Hub;Gates 20-39;31.12.2018;;144;Clean;Very safe;1
461;864;Tuesday;AMERICAN;DALLAS-FT. WORTH;Midwest US;Hub;Gates 50-59;31.12.2018;;113;Somewhat clean;Somewhat safe;0
462;817;Sunday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;31.12.2018;;193;Somewhat clean;Somewhat safe;1
463;832;Sunday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;31.12.2018;;168;Somewhat clean;Somewhat safe;1
464;272;Thursday;UNITED;LOS ANGELES;West US;Hub     ;Gates 70-90;31.12.2018;;282;Somewhat clean;Somewhat safe;1
465;1196;Tuesday;SOUTHWEST;LAS VEGAS;West US;    Hub;Gates 20-39;31.12.2018;;249;Somewhat dirty;Neutral;0
466;2205;Thursday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;;119;Clean;Very safe;1
467;2264;Wednesday;UNITED;LOS ANGELES;West US;Hub;Gates 60-69;31.12.2018;;115;Average;Somewhat safe;1
468;1504;Wednesday;DELTA;LOS ANGELES;West US;Hub     ;Gates 40-48;31.12.2018;;118;Somewhat clean;Very safe;1
469;1489;Wednesday;HAWAIIAN AIR;HONOLULU;West US;Medium     ;Gates 1-12;31.12.2018;;184;Somewhat clean;Very safe;1
470;497;Sunday;UNITED;DENVER;West US;Hub;Gates 70-90;31.12.2018;;182;Somewhat clean;Very safe;1
471;1115;Thursday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;Hub;Gates 40-48;31.12.2018;;291;Somewhat clean;Neutral;0
472;1532;Wednesday;JETBLUE;NEW YORK-JFK;East US;Hub;Gates 1-12;31.12.2018;;153;Somewhat clean;Very safe;1
473;3093;Tuesday;UNITED;SPOKANE;West US;Small;Gates 70-90;31.12.2018;;179;Somewhat dirty;Somewhat safe;1
